,artist,song,lyric
467,Future,Too Comfortable,"Spray all the strangers, you get too close"
468,Future,Made Sexy*,"Keep it close, keep it close, keep it close 'cause girl I'ma need it"
469,Future,Maybach,I don't dab in 'em I just vibe in 'em
470,Future,In Abundance (Demo),"Most these guys be frontin', there's no way I'm respondin'"
471,Future,Long Time Coming,I put in overtime inside this vocal booth
472,Future,Translator,"Five Spanish bitches, they've been callin' all day"
473,Future,My Ho 2,"If that’s your ho (That’s my ho), that’s my ho too (That’s my ho)"
474,Future,In Her Mouth,Got young Doolie on the body and I really do miss her
475,Future,Rocky,"And I'mma keep ridin' shit, Rocky Balboa"
476,Future,Look Ahead,"Money getting' burnt, money fire"
477,Future,Touch the Sky,"Off the top rope, Andre the Giant, yeah, yeah"
478,Future,Zoom,"I ran it up fast (Money machine), I ran it up fast (Money machine)"
479,Future,No Shame,There's no shame in my game (ain't no shame in my game)
480,Future,Straight Up,This how you kick it with a boss
481,Future,Testify,"Confess your love for me, testify"
482,Future,Never Seen These,I'mma set my trend again
483,Future,Sh!t,Go and put a nigga on a T-shirt
484,Future,Stick to the Models,"Yeah, Pluto"
485,Future,Super Trapper,I can't never go back broke and that what really matter
486,Future,Lil Haiti Baby,I just wanna buy another spot tomorrow
487,Future,Up the River,Need to get my conscience back
488,Future,Regular Party,"We got the bottles here, they 'bout to turn all way up"
489,Future,Tycoon,"Posted up outside the store, I'm the greatest"
490,Future,What’s Wrong,What the fuck wrong with these niggas
491,Future,Attack,Goyard bag on purpose
492,Future,Real Sisters,Middle fingers always to the popo (Fuck 'em)
493,Future,Slow Down,"I fuck her tomorrow, nigga ain't never replyin'"
494,Future,How It Was,"Last night we made a movie, I'ma tell you how it was"
495,Future,Gone To The Moon,I'm always turnin' up (whoa whoa)
496,Future,Fetti,I don't agree what you're doin' (Doin')
497,Future,High Demand,"Lil shawty sittin' at the Blue Flame, sent me a text (Lil shawty, woo)"
498,Future,TSUNAMI,I'm ten toe on the block
499,Future,Crushed Up,"Diamonds in the face crushed up, I can see it"
500,Future,Boss Up*,"I can boss a bitch up for a nut (Whew, whew)"
501,Future,First Class Flights,"I got em scared, I'm attacking niggas like Michael Myers"
502,Future,Brett Montana,93’ and 98’ my uncle them had beat the case
503,Future,Hard to Choose One,"Hundreds of baddies, it's hard to choose one (Hundreds of baddies)"
504,Future,On 2 Us,All we drive is foreign cars
505,Future,Ain’t Coming Back,Bad bitch layin' down in a robe
506,Future,Watch This,"Ayy, watch me, watch how I dance, watch it light up and glist'"
507,Future,Freestyle (no autotune),"I got the braincells of a billionaire, I wake up and fly anywhere, fly nigga anywhere"
508,Future,2Pac,"Put some blonde in my dreads, I went too pop (Fut')"
509,Future,Fresh for the Love,"For the love of the money, for the love nigga (hold up, hold up)"
510,Future,Back At It,"Hold up, hold up, hold up, hold up, hold up, hold up"
511,Future,Jersey,"You do what you want when you got it, huh"
512,Future,No Love,Even though I'm out here thugging
513,Future,Permanent Scar,When you cook in the raw and you’re bad from the start
514,Future,Maybach,"Burn it down nigga, why wait?"
515,Future,Nobody Knows My Struggle,Don't nobody know my struggle
516,Future,Zoom,Treat me like Weezy and Baby (Pluto)
517,Future,Fresh Air,Movin' up to bigger paper bag
518,Future,Future Back,"But you good cuz I love money, february"
519,Future,My Momma,My momma ain't raised no ho
520,Future,Magic,Fishtailing out the parking lot leaving Magic
521,Future,Osama (O’s),Got my young nigga that's my mulignane
522,Future,Itchin’,"My fingers, they itchin', they itchin' for that paper"
523,Future,I Serve the Base,They should've told ya I had the drank on me
524,Future,Much More,I feel like a baby again all dese baby bottles yes sir
525,Future,Trending Topic,"One thing about it, that's a trending topic"
526,Future,Mask Off,"Mask on (Off), fuck it, mask off (Mask)"
527,Future,Bag,Scraping the pot like a chef
528,Future,My Collection,She fucked two rappers and three singers
529,Future,Freak Hoe,"I fuck a bitch, she tell her friend, I love some free promo"
530,Future,Fettuccine,Ain't fuck up on the cash with my bitch
531,Future,Never Satisfied (Original Version),"Ain't no pressure on the money, Lord knows"
532,Future,One of My,One of my niggas comin' home in a year
533,Future,Maison Margiela,So used struggle when you come from the gutter (Whoop)
534,Future,Black Jew,I was baptized in the blood of the ghetto
535,Future,Use Me,"Use me, then use me"
536,Future,Up the River,Came a long way from sellin' dope to ice rocky
537,Future,Nun ’bout U,They cash out on chickens
538,Future,Back on Wall,", we got red like cherry bomb"
539,Future,TSUNAMI,I got a 
540,Future,Nowhere,"63 G-Wagon, I'm gettin' older"
541,Future,No Compadre,They just wanna see a nigga miserable (Miserable)
542,Future,Hate in Your Soul,"Now I pull up in the 'Rari, I'm in my hood"
543,Future,Last Breath,Yeah you should've never doubted me
544,Future,One Helluva Night,Sit by the bar at the juke joint
545,Future,Do It To Em,50 carrots off of my wrist and see what I’m doing (freebandz)
546,Future,Might as Well,Like it wasn’t hard for me
547,Future,All I Want Is Some Money,All I want is some money
548,Future,Intro,The north with me
549,Future,Codeine Crazy,See what they did to Biggie and Pac
550,Future,Pass the Plate,"Ayy, pass the plate"
551,Future,Please Tell Me,"Yeah, yeah, yeah"
552,Future,Hard,"I'm gnarly and I'da call me a wave, surfer"
553,Future,Red Carpet,Like y'all already got it (Y'all already got it)
554,Future,Up the River,I never forget it
555,Future,Nowhere,You get the full attention from my comrades and all my soldiers
556,Future,New Illuminati,I got the set
557,Future,Mask Off,"I promise, I swear, I swear"
558,Future,Lay Up,I fuck on that bitch and we lay up (Yeah)
559,Future,Good Dope,"Swipe the big credit card, it's worth the gamble"
560,Future,Xanny Family,"Told 'em they were certified , welcome to the Xanny family"
561,Future,Rock Star,All my bitches in love with me
562,Future,Purple Reign,Wearing Louis loafers like they old penny loafers
563,Future,My Wrath,"He got out the game just in time, to miss this fire"
564,Future,Homicide,You ready say you ready
565,Future,Tie My Shoes,"Tie, tie my shoes, tie my, tie, tie my shoes (Shoes)"
566,Future,Itchin’,I'm rapping dope to you (Future)
567,Future,Incredible,"I got somewhere to be, but it's hard to leave"
568,Future,Grandma,"And I put that on my grandma, yeah"
569,Future,Super Trapper,"Shawty unsure, hope we don't do no sherm"
570,Future,Splurge,50 bands around both wrist
571,Future,The Intro (Monster),"Cause I'm honest, I didn't, when you, they put you on the MTV -uh, what was it-, the top 10 best rappers, I don't know what the number was, I was like 'why is Future on that list?'"
572,Future,31 DAYS,(Pluto)
573,Future,Everbody,"All these fucking hoes, I’m a share some with everybody"
574,Future,Program,That's the program
575,Future,56 Nights,Diamonds hanging on me I'm intoxicated
576,Future,Karate Shop,Send it over from Lil' Mexico and let me work (lets work)
577,Future,Thought It Was a Drought (Clean),Stacking these styrofoams up by the double
578,Future,Maybach,Riding low in a Maybach
579,Future,Karate Shop,Drink a bunch of codeine (Drank)
580,Future,Usual,"My cup pink, my blunt stink"
581,Future,How It Feel,I know the Migo the LA the Reid I know Jimmy and Jimmy and Reid
582,Future,Slave Master,Got a fish spot with that Molly in it
583,Future,Last Breath,I hustle every day just so I can spend a check on you
584,Future,Rich $ex,"When you look down, see my chains on (I got it on)"
585,Future,Grammys,They gon' think I won a Grammy
586,Future,All Bad,"Fuck around, fuck on my neighbor's friend"
587,Future,Dirty Sprite,Till I O.D you know whats up
588,Future,Guap on Me,Duckin' them people my nigga
589,Future,Back of the Ghost," that double time, nigga (Ah)"
590,Future,Solo,"I won't let you down, bet I won't let you down"
591,Future,Fresh for the Love,Turn a Bent to a Block
592,Future,Intro,That loud pack with me
593,Future,Nun ’bout U,I don't know nun 'bout you
594,Future,Inside the Mattress,Cause I gotta have it
595,Future,First Class Flights,I just found that was yo wife I got that pussy nigga
596,Future,I’m the One,"Nigga knowing damn well my people gon' riot, nigga"
597,Future,Wesley Presley,Future Hendrix
598,Future,Posted with Demons,Buried the money in the floor
599,Future,Jersey,Then I fell in love with that dirty
600,Future,Space Cadets,Benjamin's in my rack's put spikes on my converse
601,Future,Back on E,I'm back on E
602,Future,All I Want Is Some Money,All I want is some money
603,Future,Feds Did a Sweep,"Link up, my nigga, let's link up"
604,Future,Easter Pink,"I'm sippin' Easter pink, I'm sippin' Easter pink"
605,Future,You Deserve It,You deserve it
606,Future,March Madness,We gon' wake up and smoke us a blunt and fuck
607,Future,Ain Nun,Chewed on the kid whole crew you the wackest
608,Future,Hardly,Future Hendrix is forever
609,Future,Throw Away,"If we have a conversation, gotta fuck today (Woo)"
610,Future,Out Da Mudd,Forgiato’s standing the coupe look bowlegged
611,Future,Mask Off,"Mask on, fuck it, mask off"
612,Future,Inside the Mattress,You would never see what I go through
613,Future,Tony Montana,"See AK's ain't no bitch, nigga, I'll split your tato"
614,Future,Super Trapper,The top come off the Lamb 'cause I'm a super trapper
615,Future,No Compadre,Take the codeine and love it baby (Baby)
616,Future,Glove,"I just fit the glove, baby (True)"
617,Future,I.C.W.N.T. (Freestyle),I change up my hoes like I change up the weather
618,Future,Crushed Up,"I been gettin' NBA money, Jason Kidd"
619,Future,Ransom,I go smashin' all over the Atlas
620,Future,Maison Margiela,I love to grind cause these stones of rosetta
621,Future,Club On Smash,Take it to the next level
622,Future,WIFI LIT,I don't act poor no more
623,Future,Xanny Family,"Told 'em they were certified , welcome to the Xanny family"
624,Future,All Right,"Hit the club, pop a few bottles, and fuck a few models, all right"
625,Future,St. Lucia,"He ain't no different from me, young nigga tryna maintain (He ain't no different from me)"
626,Future,Obama,"Fuckin’ this cougar, same age as my momma"
627,Future,Nun ’bout U,I don't know nun 'bout you
628,Future,Rings On Me,"She getting recycled, we gon' fuck her like she new (Yeah)"
629,Future,Dem,And it ain't nothin' to get brand new
630,Future,When I Was Broke,Juggin' and finessin'
631,Future,Fishscale,"I keep me some good white (coke), it's going on retail (clearance)"
632,Future,Testify,So you wanna fall for the bad guy?
633,Future,Feeling I Get,Every mention that I get I truly appreciate that chance
634,Future,On 2 Us,On my way to my people
635,Future,Fettuccine,"I got that fettuccine on me, I got that fettuccine"
636,Future,Fuk Is U Doin’,Fuck is you doin?
637,Future,Al Sharpton,Bought the black Benz and they think we servin'
638,Future,Last Name,"Laughin' to the bank, got me runnin' wild"
639,Future,Please Tell Me,"Please, please keep it tight 'cause you the finest"
640,Future,RACKS BLUE,"I'm in a spacecoupe, that's momentarily"
641,Future,What’s Wrong,My Shoes (What Dem Is) They Made By YSL
642,Future,Lay Up,I fuck on that bitch and we lay up (So what?)
643,Future,Nothing Is Promised (Reference Track),Ain't none of this promised (promised)
644,Future,Hands On You,*beep*
645,Future,Rent Money,"Let me leave with a bag, then, I'm good for it"
646,Future,Salute (Mixtape Version),Mixin' the soda like hair dye (Mixin')
647,Future,The Matrix (Back to the Basics),Back to the block to the booth back to the basics
648,Future,POA,I need a power of attorney (Whoa)
649,Future,Turn On the Lights,I’m lookin’ for ‘er
650,Future,Used to This,"New persona, we're moving on from Ferragamo"
651,Future,Drive Itself,I'm 'bout that 500 degreez work on me
652,Future,Space Cadets,Now we in mansion's free band the finesse game we done expanded
653,Future,Made Sexy*,They birthed sexy people
654,Future,Kendall Jenner*,Lyrics From Snippet
655,Future,20 Hoes,Lean make me hyphy (Yeah)
656,Future,I Be U,[I be you baby
657,Future,I Need That (Vice Versa),Probably turnin' negro as I'm runnin' from these white cops
658,Future,You Wonder,These real diamonds if you wonderin’ why it glow
659,Future,Bosses,"And we going crazy, crazy about that bag to say the least"
660,Future,WHEN I THINK ABOUT IT,"All these cars, my kids inheritin' when I think about it"
661,Future,WIFI LIT,"I'm bout to go take 200,000, just to go shop in Japan (oh, oh)"
662,Future,Up the River,"Ran up, gettin' paid, nigga gettin' cocky"
663,Future,Jumpin on a Jet,Fresher than a mannequin
664,Future,Mark McGwire,Mr. Thanksgiving
665,Future,Salute,I been in the kitchen cookin' all night
666,Future,Mad Luv,"They got mad love for us, we getting mad dough"
667,Future,High Demand,"Turtlenecks all on my collar, yeah"
668,Future,Shopping Spree,So she need a nigga on his grind
669,Future,Fears*,I think the music that's coming will reflect that change
670,Future,Good Kush And Alcohol (Love Me Demo),I can give a fuck 'bout no niggas
671,Future,No Charge,I get in the trenches for this paper each and every day
672,Future,Politics,"That ghetto keep my heart pumpin', baby you ain't perfect"
673,Future,Mad Luv,That's your bitch? I'ma go'n mingle (Hold up)
674,Future,WIFI LIT,"I spend over 5,000, that's just on one fit (that's on one fit)"
675,Future,Made Sexy*,They made sexy where you from
676,Future,I’m So Groovy,"Gang gang, whatever’s left of ya"
677,Future,Rent Money,"I let my brother fuck your bitch, he got the dog food"
678,Future,Posted with Demons,"Broke a block, down to rock"
679,Future,We Winnin,"I set the world on fire, it's my hood premier"
680,Future,Substitute Everything,"I had to take a molly, it lift me off the ground"
681,Future,Long Time Coming,I wanna see you happy girl no matter who you're with
